geocode_address	above_high	above_low	time
305 MACARTHUR AVE, HAMILTON, BRISBANE	2.3	-3.5	29/01/2013 11:00:00 AM
305 TINGIRA ST, PINKENBA, BRISBANE	2.2	-2.3	29/01/2013 11:00:00 AM
306 HAWKESBURY RD, ANSTEAD, BRISBANE	11	-19.4	29/01/2013 6:05:00 AM
3077 MOGGILL RD, BELLBOWRIE, BRISBANE	4.3	-26.6	29/01/2013 7:15:00 AM
308 LOGAN RD, GREENSLOPES, BRISBANE	0.1	-2.3	29/01/2013 11:00:00 AM
3095 MOGGILL RD, BELLBOWRIE, BRISBANE	0.2	-17.9	29/01/2013 7:15:00 AM
31 A GILLAN ST, NORMANPARK, BRISBANE	1.3	-0.6	29/01/2013 11:00:00 AM
31 A HARBOUR RD, HAMILTON, BRISBANE	0.9	-0.9	29/01/2013 11:00:00 AM
31 A MORAY ST, NEWFARM, BRISBANE	2.8	-13.9	29/01/2013 11:00:00 AM
31 A PARK AVE, EASTBRISBANE, BRISBANE	2.5	1.6	29/01/2013 11:00:00 AM
31 A VIVIAN ST, TENNYSON, BRISBANE	3.3	2.8	29/01/2013 9:50:00 AM
31 AGNES ST, ALBION, BRISBANE	0.8	0.4	29/01/2013 11:00:00 AM
31 AMANDA ST, BROOKFIELD, BRISBANE	1.3	-19	29/01/2013 8:15:00 AM
31 ANDREW ST, ROCKLEA, BRISBANE	2.1	0	29/01/2013 9:50:00 AM
31 ARINGA CRES, KARANADOWNS, BRISBANE	11.7	-19.2	29/01/2013 5:50:00 PM
31 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	-1.1	29/01/2013 11:00:00 AM
31 ASTOLAT ST, YERONGA, BRISBANE	3	-3.7	29/01/2013 9:55:00 AM
31 ATKINSON DR, KARANADOWNS, BRISBANE	12.4	-13.3	29/01/2013 9:20:00 PM
31 B PORT DR, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
31 BANCROFT RD, PINKENBA, BRISBANE	1.2	-0.5	29/01/2013 11:00:00 AM
31 BLACK ST, MILTON, BRISBANE	0.9	-7.1	29/01/2013 10:40:00 AM
31 BOWEN ST, WINDSOR, BRISBANE	0	-1.5	29/01/2013 11:00:00 AM
31 BRISBANE CSO, FAIRFIELD, BRISBANE	0.7	-3	29/01/2013 10:15:00 AM
31 BUNYA ST, MOUNTCROSBY, BRISBANE	8.6	-115.7	29/01/2013 11:35:00 AM
31 BYRON ST, BULIMBA, BRISBANE	0.7	-1.5	29/01/2013 11:00:00 AM
31 COLLINGWOOD ST, ALBION, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
31 COTTONWOOD PL, KHOLO, BRISBANE	9	-14.4	30/01/2013 2:35:00 AM
31 CROSBY RD, ALBION, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
31 DUDLEY ST, HIGHGATEHILL, BRISBANE	0.5	-15.8	29/01/2013 10:20:00 AM
31 FRANKLIN ST, ROCKLEA, BRISBANE	0.1	-1.3	29/01/2013 9:50:00 AM
31 GRAFTON ST, WINDSOR, BRISBANE	0.2	-0.9	29/01/2013 11:00:00 AM
31 GRAY ST, CARINA, BRISBANE	0.8	-1.2	29/01/2013 11:00:00 AM
31 HALIFAX ST, NORMANPARK, BRISBANE	2.6	-4.6	29/01/2013 11:00:00 AM
31 INSTOW ST, YERONGA, BRISBANE	3.8	-10.9	29/01/2013 10:00:00 AM
31 IVY ST, INDOOROOPILLY, BRISBANE	3.1	-10.4	29/01/2013 9:40:00 AM
31 JENOLAN AVE, HAWTHORNE, BRISBANE	0.5	-1.2	29/01/2013 11:00:00 AM
31 KATOOMBA AVE, HAWTHORNE, BRISBANE	0.4	-0.7	29/01/2013 11:00:00 AM
31 KENNARD ST, CORINDA, BRISBANE	3.7	-1.8	29/01/2013 9:50:00 AM
31 KINTYRE ST, BROOKFIELD, BRISBANE	1.4	-17.7	29/01/2013 8:15:00 AM
31 LOGAN AVE, OXLEY, BRISBANE	2.3	-0.7	29/01/2013 9:50:00 AM
31 LONDOR CL, HEMMANT, BRISBANE	1.8	-1.6	29/01/2013 11:00:00 AM
31 LUCY ST, MILTON, BRISBANE	0.4	-2	29/01/2013 10:40:00 AM
31 MANDALAY ST, FIGTREEPOCKET, BRISBANE	0.2	-6.7	29/01/2013 9:20:00 AM
31 MORLEY ST, CHELMER, BRISBANE	4	-4.6	29/01/2013 9:30:00 AM
31 NEEDHAM ST, FIGTREEPOCKET, BRISBANE	4.4	-5.7	29/01/2013 9:25:00 AM
31 NICHOLAS ST, WINDSOR, BRISBANE	0.2	-0.3	29/01/2013 11:00:00 AM
31 NORMAN AVE, NORMANPARK, BRISBANE	0.6	-0.3	29/01/2013 11:00:00 AM
31 NORTHEY ST, WINDSOR, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM
31 PANITYA ST, GREENSLOPES, BRISBANE	2	-5.3	29/01/2013 11:00:00 AM
31 SANKEY ST, HIGHGATEHILL, BRISBANE	2.3	-19.1	29/01/2013 10:20:00 AM
31 THOMPSON ST, BOWENHILLS, BRISBANE	1.5	-5.7	29/01/2013 11:00:00 AM
31 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.4	0.9	29/01/2013 10:40:00 AM
31 VIOLET ST, HEMMANT, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
31 VIVIAN ST, TENNYSON, BRISBANE	3	-3.9	29/01/2013 9:50:00 AM
31 WELSBY ST, NEWFARM, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
31 WENDOUREE CRES, WESTLAKE, BRISBANE	5.5	-6.6	29/01/2013 7:40:00 AM
31 WYNNUM RD, NORMANPARK, BRISBANE	0.9	-4	29/01/2013 11:00:00 AM
310 BANCROFT RD, PINKENBA, BRISBANE	0	-0.7	29/01/2013 11:00:00 AM
310 LOGAN RD, GREENSLOPES, BRISBANE	0	-2.6	29/01/2013 11:00:00 AM
312 HAWKESBURY RD, ANSTEAD, BRISBANE	11	-23.4	29/01/2013 6:25:00 AM
315 LONG ST, GRACEVILLE, BRISBANE	0.6	-1.7	29/01/2013 9:50:00 AM
315 MILTON RD, MILTON, BRISBANE	1.1	0.7	29/01/2013 10:40:00 AM
315 MILTON RD, MILTON, BRISBANE	1.6	-7.7	29/01/2013 10:40:00 AM
315 MURARRIE RD, TINGALPA, BRISBANE	0.3	-1.4	29/01/2013 11:00:00 AM
316  LONG ST, GRACEVILLE, BRISBANE	0.2	-1.3	29/01/2013 9:50:00 AM
316  LONG ST, GRACEVILLE, BRISBANE	0.2	-1.4	29/01/2013 9:50:00 AM
316  LONG ST, GRACEVILLE, BRISBANE	0.3	-1.6	29/01/2013 9:40:00 AM
316 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.3	-1	29/01/2013 11:00:00 AM
316 LONG ST, GRACEVILLE, BRISBANE	4.2	-4.7	29/01/2013 9:40:00 AM
316 MILTON RD, MILTON, BRISBANE	3.4	0	29/01/2013 10:40:00 AM
317 LONG ST, GRACEVILLE, BRISBANE	1.1	-0.7	29/01/2013 9:50:00 AM
319 MACARTHUR AVE, HAMILTON, BRISBANE	2.3	-2.9	29/01/2013 11:00:00 AM
319 MAIN MYRTLETOWN RD, PINKENBA, BRISBANE	0	-1	29/01/2013 11:00:00 AM
319 MILTON RD, MILTON, BRISBANE	0.7	-0.1	29/01/2013 10:40:00 AM
32  AGNES ST, ALBION, BRISBANE	1.2	-0.7	29/01/2013 11:00:00 AM
32 A AGNES ST, ALBION, BRISBANE	0.6	-0.9	29/01/2013 11:00:00 AM
32 A ARGYLE ST, ALBION, BRISBANE	1	0.3	29/01/2013 11:00:00 AM
32 A GILLAN ST, NORMANPARK, BRISBANE	0.7	0.6	29/01/2013 11:00:00 AM
32 A MACROSSAN ST, BRISBANECITY, BRISBANE	3.1	-4.7	29/01/2013 10:55:00 AM
32 A REFINERY PDE, NEWFARM, BRISBANE	2.3	-2	29/01/2013 11:00:00 AM
32 AGNES ST, ALBION, BRISBANE	1	-0.9	29/01/2013 11:00:00 AM
32 ARCHER ST, TOOWONG, BRISBANE	0.8	-18	29/01/2013 10:30:00 AM
32 ARGYLE ST, ALBION, BRISBANE	1.3	-0.1	29/01/2013 11:00:00 AM
32 AUSTRAL ST, STLUCIA, BRISBANE	2.2	-3.7	29/01/2013 10:30:00 AM
32 B AGNES ST, ALBION, BRISBANE	0.2	-0.9	29/01/2013 11:00:00 AM
32 BARKER ST, EASTBRISBANE, BRISBANE	0.8	-0.8	29/01/2013 11:00:00 AM
32 BEARD ST, AUCHENFLOWER, BRISBANE	0.1	-5	29/01/2013 10:40:00 AM
32 BLUNDER RD, OXLEY, BRISBANE	0.2	-4.6	29/01/2013 9:50:00 AM
32 BLYDE ST, SINNAMONPARK, BRISBANE	1.4	-13.4	29/01/2013 8:45:00 AM
32 BOOBOOK ST, ROCKLEA, BRISBANE	0.8	-0.1	29/01/2013 9:50:00 AM
32 BOWEN ST, WINDSOR, BRISBANE	0.2	-0.6	29/01/2013 11:00:00 AM
32 BREADWELL ST, ROCKLEA, BRISBANE	0.5	-0.4	29/01/2013 9:50:00 AM
32 BURRINGBAR ST, HEMMANT, BRISBANE	0.5	-1.5	29/01/2013 11:00:00 AM
32 COLLINGWOOD ST, ALBION, BRISBANE	0	-0.1	29/01/2013 11:00:00 AM
32 DERBY ST, HIGHGATEHILL, BRISBANE	3.5	-28.3	29/01/2013 10:20:00 AM
32 DIXON ST, AUCHENFLOWER, BRISBANE	1.4	-0.9	29/01/2013 10:35:00 AM
32 DOUGLAS ST, SHERWOOD, BRISBANE	3.8	-13.8	29/01/2013 9:20:00 AM
32 EDMONDSTONE RD, BOWENHILLS, BRISBANE	0	-2.5	29/01/2013 11:00:00 AM
32 EXPORT ST, LYTTON, BRISBANE	0.2	-1.6	29/01/2013 11:00:00 AM
32 FACTORY RD, OXLEY, BRISBANE	2.7	1.3	29/01/2013 9:50:00 AM
32 GORDON ST, HAWTHORNE, BRISBANE	0.8	-1.5	29/01/2013 11:00:00 AM
32 HAIG RD, MILTON, BRISBANE	1	0.6	29/01/2013 10:40:00 AM
32 HIGGS ST, ALBION, BRISBANE	0.8	0.1	29/01/2013 11:00:00 AM
32 LINCOLN ST, OXLEY, BRISBANE	0.5	-0.1	29/01/2013 9:50:00 AM
32 LONDOR CL, HEMMANT, BRISBANE	1.8	-1.4	29/01/2013 11:00:00 AM
32 LUCY ST, MILTON, BRISBANE	0.3	-3.8	29/01/2013 10:40:00 AM
32 MACROSSAN ST, BRISBANECITY, BRISBANE	0.6	-9.9	29/01/2013 10:55:00 AM
32 MCDONALD RD, WINDSOR, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
32 MCDONALD ST, HAWTHORNE, BRISBANE	0.6	-0.5	29/01/2013 11:00:00 AM
32 NEWCASTLE ST, FAIRFIELD, BRISBANE	0.2	-1.1	29/01/2013 10:15:00 AM
32 NICHOLAS ST, WINDSOR, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM
32 ORONTES RD, YERONGA, BRISBANE	0.4	-8.8	29/01/2013 10:10:00 AM
32 PATRICK LANE, TOOWONG, BRISBANE	0.9	-0.2	29/01/2013 10:35:00 AM
32 RAILWAY TCE, MILTON, BRISBANE	0.2	-0.6	29/01/2013 10:40:00 AM
32 ROSS ST, NEWSTEAD, BRISBANE	0.5	-0.1	29/01/2013 11:00:00 AM
32 SANDFORD ST, STLUCIA, BRISBANE	1.5	-5.1	29/01/2013 10:30:00 AM
32 SCENIC RD, KENMORE, BRISBANE	5.3	-15.2	29/01/2013 8:20:00 AM
32 SERPENTINE RD, PINKENBA, BRISBANE	0.5	0	29/01/2013 11:00:00 AM
32 STANLEY TCE, EASTBRISBANE, BRISBANE	1.3	-4.3	29/01/2013 11:00:00 AM
32 SUSCATAND ST, ROCKLEA, BRISBANE	0.2	-1.8	29/01/2013 9:50:00 AM
32 TAYLOR ST, WINDSOR, BRISBANE	0.5	-0.7	29/01/2013 11:00:00 AM
32 VERA PL, TINGALPA, BRISBANE	0.6	-4.7	29/01/2013 11:00:00 AM
32 WELSBY ST, NEWFARM, BRISBANE	0.7	0.1	29/01/2013 11:00:00 AM
32 WYNNUM RD, NORMANPARK, BRISBANE	1.5	-3.7	29/01/2013 11:00:00 AM
320 FLEMING RD, TINGALPA, BRISBANE	1.5	-1	29/01/2013 11:00:00 AM
320 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.2	-1	29/01/2013 11:00:00 AM
320 SHERWOOD RD, ROCKLEA, BRISBANE	3	-5.1	29/01/2013 9:50:00 AM
321 LONG ST, GRACEVILLE, BRISBANE	1.7	-0.2	29/01/2013 9:50:00 AM
321 MILTON RD, MILTON, BRISBANE	0.5	-0.3	29/01/2013 10:40:00 AM
321 MONTAGUE RD, WESTEND, BRISBANE	3	-5.7	29/01/2013 10:40:00 AM
322 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM
323 BRISBANE CSO, YERONGA, BRISBANE	3.9	-5	29/01/2013 10:10:00 AM
323 LONG ST, GRACEVILLE, BRISBANE	1.7	0.2	29/01/2013 9:50:00 AM
324 PINJARRA RD, PINJARRAHILLS, BRISBANE	6.1	-27.6	29/01/2013 7:15:00 AM
324 SHERWOOD RD, ROCKLEA, BRISBANE	3.1	-4.3	29/01/2013 9:50:00 AM
324 SIR FRED SCHONELL DR, STLUCIA, BRISBANE	0.2	-7.3	29/01/2013 10:25:00 AM
325 LONG ST, GRACEVILLE, BRISBANE	2.1	0.3	29/01/2013 9:50:00 AM
325 MACARTHUR AVE, HAMILTON, BRISBANE	1.2	-2.9	29/01/2013 11:00:00 AM
326 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.1	-0.6	29/01/2013 11:00:00 AM
326 PINJARRA RD, PINJARRAHILLS, BRISBANE	5.7	-19	29/01/2013 7:15:00 AM
327 MACARTHUR AVE, HAMILTON, BRISBANE	1	-2	29/01/2013 11:00:00 AM
328 A HAWKESBURY RD, ANSTEAD, BRISBANE	10.4	-6.4	29/01/2013 6:55:00 AM
328 HAWKESBURY RD, ANSTEAD, BRISBANE	3.3	-27.1	29/01/2013 6:40:00 AM
328 MILTON RD, AUCHENFLOWER, BRISBANE	0.5	-1.6	29/01/2013 10:40:00 AM
329 MACARTHUR AVE, HAMILTON, BRISBANE	0.3	-1.8	29/01/2013 11:00:00 AM
33 A KATE ST, CARINA, BRISBANE	0.5	-2.3	29/01/2013 11:00:00 AM
33 A MORAY ST, NEWFARM, BRISBANE	2.8	-10.2	29/01/2013 11:00:00 AM
33 ALLISON ST, BOWENHILLS, BRISBANE	0.4	-3.3	29/01/2013 11:00:00 AM
33 ANDREW ST, ROCKLEA, BRISBANE	1.3	-0.3	29/01/2013 9:50:00 AM
33 ANNIE ST, KANGAROOPOINT, BRISBANE	1.6	-2.5	29/01/2013 11:00:00 AM
33 ARINGA CRES, KARANADOWNS, BRISBANE	11.5	-18.9	29/01/2013 5:50:00 PM
33 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	-0.4	29/01/2013 11:00:00 AM
33 ATKINSON DR, KARANADOWNS, BRISBANE	11.8	-13.4	29/01/2013 9:20:00 PM
33 B HARBOUR RD, HAMILTON, BRISBANE	0.1	-1.3	29/01/2013 11:00:00 AM
33 BILLAGALL DR, KARANADOWNS, BRISBANE	11.3	-18.5	29/01/2013 2:25:00 PM
33 BODALLA ST, NORMANPARK, BRISBANE	0.6	-2.5	29/01/2013 11:00:00 AM
33 BOOBOOK ST, ROCKLEA, BRISBANE	0.5	-1.1	29/01/2013 9:50:00 AM
33 BRISBANE CSO, FAIRFIELD, BRISBANE	0.7	-3	29/01/2013 10:15:00 AM
33 CAMBRIDGE ST, BULIMBA, BRISBANE	0	-0.8	29/01/2013 11:00:00 AM
33 CARR ST, BULIMBA, BRISBANE	0.1	-1.4	29/01/2013 11:00:00 AM
33 D HARBOUR RD, HAMILTON, BRISBANE	0	-2	29/01/2013 11:00:00 AM
33 DOUGLAS ST, MILTON, BRISBANE	0.4	-8.2	29/01/2013 10:40:00 AM
33 DUNN RD, ROCKLEA, BRISBANE	0.4	-2.7	29/01/2013 9:50:00 AM
33 EVERSHOLT ST, TINGALPA, BRISBANE	0.2	-5	29/01/2013 11:00:00 AM
33 GOODMAN PL, MURARRIE, BRISBANE	1	-19.8	29/01/2013 11:00:00 AM
33 GOSPORT ST, HEMMANT, BRISBANE	0	-1.2	29/01/2013 11:00:00 AM
33 GRAFTON ST, WINDSOR, BRISBANE	0.2	-0.6	29/01/2013 11:00:00 AM
33 GRIFFITH ST, NEWFARM, BRISBANE	1	-3.6	29/01/2013 11:00:00 AM
33 HARBOUR RD, HAMILTON, BRISBANE	0.1	-1.9	29/01/2013 11:00:00 AM
33 HEATH ST, EASTBRISBANE, BRISBANE	0.6	-2.2	29/01/2013 11:00:00 AM
33 HOPPER ST, PINKENBA, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
33 INSTOW ST, YERONGA, BRISBANE	0.8	-10	29/01/2013 10:00:00 AM
33 IVY ST, INDOOROOPILLY, BRISBANE	3.1	-12.1	29/01/2013 9:40:00 AM
33 KATOOMBA AVE, HAWTHORNE, BRISBANE	0.3	-0.8	29/01/2013 11:00:00 AM
33 KIANAWAH RD, WYNNUMWEST, BRISBANE	0.1	-1.6	29/01/2013 11:00:00 AM
33 LIMA ST, AUCHENFLOWER, BRISBANE	0.1	-6.2	29/01/2013 10:40:00 AM
33 LINCOLN ST, OXLEY, BRISBANE	2.2	-0.7	29/01/2013 9:50:00 AM
33 LOGAN AVE, OXLEY, BRISBANE	2.1	-0.9	29/01/2013 9:50:00 AM
33 LONGLAND ST, NEWSTEAD, BRISBANE	0.1	-1	29/01/2013 11:00:00 AM
33 LUCY ST, MILTON, BRISBANE	0.8	-0.2	29/01/2013 10:40:00 AM
33 MACQUARIE ST, TENERIFFE, BRISBANE	0.7	-4.7	29/01/2013 11:00:00 AM
33 MANDALAY ST, FIGTREEPOCKET, BRISBANE	0.7	-6.4	29/01/2013 9:20:00 AM
33 MAXWELL ST, NEWFARM, BRISBANE	1.4	-10	29/01/2013 11:00:00 AM
33 MORLEY ST, CHELMER, BRISBANE	3.6	-4.9	29/01/2013 9:30:00 AM
33 NORMAN AVE, NORMANPARK, BRISBANE	0.6	-1	29/01/2013 11:00:00 AM
33 NORTHEY ST, WINDSOR, BRISBANE	0.2	-0.3	29/01/2013 11:00:00 AM
33 ORSOVA ST, PINKENBA, BRISBANE	0.3	-0.7	29/01/2013 11:00:00 AM
33 PARKER ST, NEWMARKET, BRISBANE	1.4	-4.2	29/01/2013 11:00:00 AM
33 PEPLOW ST, HEMMANT, BRISBANE	0.8	-1.5	29/01/2013 11:00:00 AM
33 PORT DR, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
33 PORTER ST, HEMMANT, BRISBANE	0.2	-1	29/01/2013 11:00:00 AM
33 RIVERSLEIGH RD, BELLBOWRIE, BRISBANE	3.8	-25	29/01/2013 7:15:00 AM
33 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	4	-28.2	29/01/2013 10:20:00 AM
33 SCOTT ST, NORMANPARK, BRISBANE	0.7	-0.5	29/01/2013 11:00:00 AM
33 STEVENS ST, YERONGA, BRISBANE	2.4	-8.2	29/01/2013 9:55:00 AM
33 TODD ST, ASHGROVE, BRISBANE	0.1	-6.7	29/01/2013 11:00:00 AM
33 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.3	0.9	29/01/2013 10:40:00 AM
33 VIOLET ST, HEMMANT, BRISBANE	0	-0.2	29/01/2013 11:00:00 AM
33 VIVIAN ST, TENNYSON, BRISBANE	2.8	-3.7	29/01/2013 9:50:00 AM
33 WALTER AVE, EASTBRISBANE, BRISBANE	0.6	-3.4	29/01/2013 11:00:00 AM
33 WELSBY ST, NEWFARM, BRISBANE	0.2	-0.4	29/01/2013 11:00:00 AM
33 WHIMBREL ST, PORTOFBRISBANE, BRISBANE	2.1	-23.1	29/01/2013 11:00:00 AM
33 YOUNGS RD, HEMMANT, BRISBANE	0.7	-1.6	29/01/2013 11:00:00 AM
330 C ALLAWAH RD, CHUWAR, BRISBANE	10.4	-32	30/01/2013 3:45:00 AM
330 CORONATION DR, MILTON, BRISBANE	3.3	0.1	29/01/2013 10:40:00 AM
330 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.3	-1	29/01/2013 11:00:00 AM
330 J MEADOWLANDS RD, CARINDALE, BRISBANE	0	-3.6	29/01/2013 11:00:00 AM
330 KHOLO RD, KHOLO, BRISBANE	14	-42.5	30/01/2013 2:45:00 AM
331 FAIRFIELD RD, YERONGA, BRISBANE	0.9	-5.3	29/01/2013 10:10:00 AM
331 LONG ST, SHERWOOD, BRISBANE	4.1	0.6	29/01/2013 9:50:00 AM
331 PRIORS POCKET RD, MOGGILL, BRISBANE	0.7	-14.2	29/01/2013 4:45:00 AM
335 CORONATION DR, MILTON, BRISBANE	3.3	-0.6	29/01/2013 10:40:00 AM
337 A CORONATION DR, MILTON, BRISBANE	1.6	-5.4	29/01/2013 10:40:00 AM
338 A BANCROFT RD, PINKENBA, BRISBANE	0.5	-3.3	29/01/2013 11:00:00 AM
338 HAWKESBURY RD, ANSTEAD, BRISBANE	0	-28.2	29/01/2013 6:55:00 AM
338 PINJARRA RD, PINJARRAHILLS, BRISBANE	6	-16.3	29/01/2013 7:15:00 AM
339 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.7	-20.8	29/01/2013 11:00:00 AM
339 MAIN MYRTLETOWN RD, PINKENBA, BRISBANE	0.3	-1.1	29/01/2013 11:00:00 AM
34 A BOUQUET ST, SOUTHBRISBANE, BRISBANE	3.4	1.8	29/01/2013 10:45:00 AM
34 AGNES ST, ALBION, BRISBANE	0.9	0.5	29/01/2013 11:00:00 AM
34 AMESBURY ST, KANGAROOPOINT, BRISBANE	1.7	-30	29/01/2013 10:55:00 AM
34 B AMESBURY ST, KANGAROOPOINT, BRISBANE	0.5	-0.5	29/01/2013 10:55:00 AM
34 B BOUQUET ST, SOUTHBRISBANE, BRISBANE	2.2	-0.5	29/01/2013 10:45:00 AM
34 BOOBOOK ST, ROCKLEA, BRISBANE	1.1	-0.1	29/01/2013 9:50:00 AM
34 BOUNDARY ST, TINGALPA, BRISBANE	0.4	-0.5	29/01/2013 11:00:00 AM
34 BOUQUET ST, SOUTHBRISBANE, BRISBANE	1.7	-2.6	29/01/2013 10:45:00 AM
34 C BOUQUET ST, SOUTHBRISBANE, BRISBANE	1.6	0	29/01/2013 10:45:00 AM
34 COLLINGWOOD ST, ALBION, BRISBANE	0	-0.1	29/01/2013 11:00:00 AM
34 CULLEN ST, WINDSOR, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM
34 DOUGLAS ST, MILTON, BRISBANE	0.6	-1	29/01/2013 10:40:00 AM
34 FOLEY RD, HEMMANT, BRISBANE	0.1	-1.1	29/01/2013 11:00:00 AM
34 FOLKESTONE ST, BOWENHILLS, BRISBANE	0.3	-5.4	29/01/2013 11:00:00 AM
34 GILLAN ST, NORMANPARK, BRISBANE	0.6	-0.6	29/01/2013 11:00:00 AM
34 GORDON ST, HAWTHORNE, BRISBANE	2.1	-1.8	29/01/2013 11:00:00 AM
34 HADFIELD ST, WINDSOR, BRISBANE	0	-0.4	29/01/2013 11:00:00 AM
34 HAIG RD, MILTON, BRISBANE	1.1	0.8	29/01/2013 10:40:00 AM
34 JILBA ST, INDOOROOPILLY, BRISBANE	3	-21.3	29/01/2013 9:30:00 AM
34 LISMORE ST, ACACIARIDGE, BRISBANE	1.8	-15.8	29/01/2013 9:50:00 AM
34 MANTON ST, MORNINGSIDE, BRISBANE	0.3	-11.9	29/01/2013 11:00:00 AM
34 NICHOLAS ST, WINDSOR, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
34 ORONTES RD, YERONGA, BRISBANE	0.3	-9	29/01/2013 10:10:00 AM
34 QUAY ST, BULIMBA, BRISBANE	1.4	-2.4	29/01/2013 11:00:00 AM
34 RAILWAY TCE, MILTON, BRISBANE	0.3	-0.5	29/01/2013 10:40:00 AM
34 REGATTA ST, CHELMER, BRISBANE	2.3	-4.8	29/01/2013 9:35:00 AM
34 ROSS ST, NEWSTEAD, BRISBANE	0.6	-0.3	29/01/2013 11:00:00 AM
34 SANDFORD ST, STLUCIA, BRISBANE	2.4	-5.1	29/01/2013 10:30:00 AM
34 SCOTT ST, NORMANPARK, BRISBANE	2.4	-0.7	29/01/2013 11:00:00 AM
34 SUSCATAND ST, ROCKLEA, BRISBANE	1.1	-2.1	29/01/2013 9:50:00 AM
34 TAYLOR ST, WINDSOR, BRISBANE	0.2	-0.9	29/01/2013 11:00:00 AM
34 WELSBY ST, NEWFARM, BRISBANE	0.5	-0.1	29/01/2013 11:00:00 AM
34 WENDELL ST, NORMANPARK, BRISBANE	2.6	-1.7	29/01/2013 11:00:00 AM
34 WYNNUM RD, NORMANPARK, BRISBANE	2.4	-3.4	29/01/2013 11:00:00 AM
340 CLIVEDEN AVE, CORINDA, BRISBANE	0.8	-10	29/01/2013 9:50:00 AM
340 FAIRFIELD RD, YERONGA, BRISBANE	0.5	-0.5	29/01/2013 10:10:00 AM
340 LONG ST, GRACEVILLE, BRISBANE	0.7	-1.8	29/01/2013 9:50:00 AM
340 MEADOWLANDS RD, BELMONT, BRISBANE	0	-3.4	29/01/2013 11:00:00 AM
342 CARMODY RD, STLUCIA, BRISBANE	4.2	-19.8	29/01/2013 10:10:00 AM
342 FAIRFIELD RD, YERONGA, BRISBANE	0.5	-1.5	29/01/2013 10:10:00 AM
343 BOWHILL RD, WILLAWONG, BRISBANE	3	-13.7	29/01/2013 9:50:00 AM
343 KIANAWAH RD, WYNNUMWEST, BRISBANE	0.3	-3.6	29/01/2013 11:00:00 AM
346 FAIRFIELD RD, YERONGA, BRISBANE	0.3	-2.9	29/01/2013 10:10:00 AM
346 JESMOND RD, FIGTREEPOCKET, BRISBANE	4.5	-11.1	29/01/2013 9:25:00 AM
349 BOUNDARY ST, WESTEND, BRISBANE	2.7	-4.5	29/01/2013 10:20:00 AM
35  HOWARD ST, BRISBANECITY, BRISBANE	0.5	-4	29/01/2013 10:55:00 AM
35 A HARBOUR RD, HAMILTON, BRISBANE	2.2	-2.8	29/01/2013 11:00:00 AM
35 A MORAY ST, NEWFARM, BRISBANE	2.9	-1.8	29/01/2013 11:00:00 AM
35 A SOUTH ST, LYTTON, BRISBANE	1.6	-2	29/01/2013 11:00:00 AM
35 A SPINKBRAE ST, FIGTREEPOCKET, BRISBANE	4.8	-6.8	29/01/2013 9:00:00 AM
35 A VIVIAN ST, TENNYSON, BRISBANE	3.7	3	29/01/2013 9:50:00 AM
35 ALFORD ST, NEWFARM, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM
35 ANDREW ST, ROCKLEA, BRISBANE	0.7	-1.4	29/01/2013 9:50:00 AM
35 ARINGA CRES, KARANADOWNS, BRISBANE	12.4	-19	29/01/2013 5:50:00 PM
35 ASHFIELD ST, EASTBRISBANE, BRISBANE	0.4	-0.2	29/01/2013 11:00:00 AM
35 ASTOLAT ST, YERONGA, BRISBANE	3.4	-3.8	29/01/2013 9:55:00 AM
35 ATKINSON DR, KARANADOWNS, BRISBANE	12.1	-13.5	29/01/2013 9:20:00 PM
35 B HARBOUR RD, HAMILTON, BRISBANE	2.3	-2.3	29/01/2013 11:00:00 AM
35 BODALLA ST, NORMANPARK, BRISBANE	1.4	-3	29/01/2013 11:00:00 AM
35 BOOBOOK ST, ROCKLEA, BRISBANE	0.7	-1	29/01/2013 9:50:00 AM
